scenario_name,proxy,protocol,snr_db,samples,lp_rate_mean,cp_rate_mean,delta_rate_mean,epsilon,noninferiority_prob_0,noninferiority_prob_epsilon,lp_rate_p05,cp_rate_p05,delta_rate_p05,delta_rate_distribution_p05,r0,outage_lp,outage_cp,delta_outage,raw_total_snr_threshold_db,lp_raw_total_snr_mean_db,cp_raw_total_snr_mean_db,delta_raw_total_snr_mean_db,lp_raw_total_snr_p05_db,cp_raw_total_snr_p05_db,coverage_lp_raw_total_snr,coverage_cp_raw_total_snr,delta_coverage_raw_total_snr,best_port_threshold_db,lp_best_port_snr_mean_db,cp_best_port_snr_mean_db,delta_best_port_snr_mean_db,lp_best_port_outage,cp_best_port_outage,delta_best_port_outage,lp_fixed_single_rate_raw_mean,cp_fixed_single_rate_raw_mean,delta_fixed_single_rate_raw_mean,lp_fixed_single_rate_raw_p05,cp_fixed_single_rate_raw_p05,lp_fixed_egc_rate_raw_mean,cp_fixed_egc_rate_raw_mean,delta_fixed_egc_rate_raw_mean,lp_fixed_egc_rate_raw_p05,cp_fixed_egc_rate_raw_p05,lp_port_power_imbalance_raw_db_mean,cp_port_power_imbalance_raw_db_mean
open_office,False,P0,10.0,343,9.389152917455192e-08,9.389152917971085e-08,5.158925876747053e-18,9.389152917455192e-10,0.5743440233236151,1.0,4.8224894357619656e-08,4.822489428134761e-08,-7.627204788246894e-17,-9.152646142942967e-17,4.8224894357619656e-08,0.052478134110787174,0.052478134110787174,0.0,0.0,-33.76651049454139,-27.74591058122506,6.02059991331633,-35.969245099218604,-29.94864518595874,0.0,0.0,0.0,0.0,-36.38110476174958,-29.713830967281286,6.667273794468304,1.0,1.0,0.0,0.00046588345041687654,0.001028077075697916,0.0005621936252810396,0.00028283164451222407,0.00029080296160447774,0.0006568143383583628,0.0015385152184310036,0.0008817008800726406,0.00023490317805313925,0.0001881280964064173,-0.4814611723032147,-2.3841843272154324
open_office,False,P0,20.0,343,9.38914911122317e-07,9.389149111451763e-07,2.285934709866899e-17,9.38914911122317e-09,0.6355685131195336,1.0,4.822488720979045e-07,4.822488720597685e-07,-3.8135964384230364e-17,-9.000075524458865e-17,4.822488720979045e-07,0.052478134110787174,0.052478134110787174,0.0,0.0,-23.766510494541393,-17.74591058122506,6.02059991331633,-25.9692450992186,-19.94864518595874,0.0,0.0,0.0,0.0,-26.38110476174959,-19.713830967281282,6.667273794468306,1.0,1.0,0.0,0.0046477184285326975,0.010107808978048135,0.0054600905495154365,0.002825230870670325,0.0029045684496882542,0.006545952662374078,0.015188256300348387,0.00864230363797431,0.0023461291124321775,0.0018793094425904276,-0.4814611723032147,-2.3841843272154324
open_office,False,P1,0.0,192,2.0070455936441487e-08,2.007045593580589e-08,-6.356004090372147e-19,2.0070455936441488e-10,0.5572916666666666,1.0,2.1518482640195025e-09,2.1518482617313406e-09,-2.288161899695211e-18,-7.627206117939729e-17,4.822489516813944e-09,0.3229166666666667,0.3229166666666667,0.0,0.0,-43.673370844903324,-37.65277093152509,6.020599913378233,-49.490843298419755,-43.470243384653266,0.0,0.0,0.0,0.0,-45.844876070244034,-39.95148397782392,5.8933920924201155,1.0,1.0,0.0,9.869382226504945e-05,0.00031646442676310996,0.00021777060449806052,7.2220670650677585e-06,2.416945069717918e-05,6.157687126104147e-05,0.00026476089223062023,0.00020318402096957872,8.842895965003987e-06,3.256604840943981e-05,0.04325565995934257,-0.05041571667739323
open_office,False,P1,10.0,192,2.0070440321072658e-07,2.0070440320270213e-07,-8.024445845590196e-18,2.007044032107266e-09,0.5,1.0,2.151848230682106e-08,2.1518482323600913e-08,1.6779851725283248e-17,-9.152647052841641e-17,4.8224894357619656e-08,0.3229166666666667,0.3229166666666667,0.0,0.0,-33.673370844903324,-27.652770931525094,6.020599913378234,-39.490843298419755,-33.47024338465326,0.0,0.0,0.0,0.0,-35.844876070244034,-29.951483977823916,5.8933920924201155,1.0,1.0,0.0,0.0009816341695257941,0.003079259650164923,0.0020976254806391284,7.221731934050237e-05,0.00024166585260469592,0.0006147557220652225,0.0026273848824242656,0.0020126291603590426,8.842503037804671e-05,0.0003256086324586097,0.04325565995934257,-0.05041571667739323
open_office,False,P1,20.0,192,2.007028409740067e-06,2.0070284097282307e-06,-1.183658860714449e-17,2.007028409740067e-08,0.6041666666666666,1.0,2.1518481011147248e-07,2.1518481006952288e-07,-4.194959788034484e-17,-1.0678072674562462e-16,4.822488720979045e-07,0.3229166666666667,0.3229166666666667,0.0,0.0,-23.67337084490332,-17.65277093152509,6.020599913378234,-29.490843298419758,-23.470243384653262,0.0,0.005208333333333333,0.005208333333333333,0.0,-25.844876070244037,-19.95148397782392,5.8933920924201155,1.0,0.9947916666666666,-0.00520833333333337,0.009367043540078172,0.02621233011249345,0.01684528657241528,0.0007218384700956045,0.002413799733076633,0.006053597748522303,0.024686770965257513,0.018633173216735213,0.0008838577053933616,0.003250915888462573,0.04325565995934257,-0.05041571667739323
open_office,False,P2,0.0,192,2.3773347438083814e-08,2.3773347442533024e-08,4.449202991968945e-18,2.3773347438083813e-10,0.578125,1.0,2.104928428753165e-09,2.1049284257022825e-09,-3.0508823950635127e-18,-6.101765013465791e-17,4.822489516813944e-09,0.19270833333333334,0.19270833333333334,0.0,0.0,-42.065590644830515,-36.044990731467045,6.020599913363462,-49.6106298092349,-43.590029895801706,0.0,0.0,0.0,0.0,-44.05259065196331,-38.456063847547775,5.596526804415537,1.0,1.0,0.0,0.00010234911248861732,0.00033401536511563505,0.00023166625262701786,7.858511370247449e-06,2.8130012467964286e-05,0.00010565760677304786,0.00038489131703031335,0.00027923371025726553,7.024627372878724e-06,3.221515885525991e-05,0.03604511694586262,-0.11960144907365489
open_office,False,P2,10.0,192,2.3773341338971236e-07,2.3773341339201642e-07,2.3040577175126015e-18,2.377334133897124e-09,0.5364583333333334,1.0,2.104928418047044e-08,2.1049284163690586e-08,-1.6779855034005698e-17,-7.627206111735874e-17,4.8224894357619656e-08,0.19270833333333334,0.19270833333333334,0.0,0.0,-32.065590644830515,-26.04499073146705,6.020599913363462,-39.6106298092349,-33.5900298958017,0.0,0.0,0.0,0.0,-34.05259065196331,-28.456063847547778,5.596526804415537,1.0,1.0,0.0,0.001022038102875444,0.0033115878721461374,0.0022895497692706933,7.858189621769845e-05,0.000281256232809503,0.0010544848283343625,0.003821143289509592,0.0027666584611752286,7.024381914310176e-05,0.00032210058822108417,0.03604511694586262,-0.11960144907365489
open_office,False,P2,20.0,192,2.3773280304188713e-06,2.3773280304361126e-06,1.7240725743324824e-17,2.3773280304188712e-08,0.6197916666666666,1.0,2.104928279104132e-07,2.1049282790354874e-07,-6.864460883667257e-18,-1.1364510821995307e-16,4.822488720979045e-07,0.19270833333333334,0.19270833333333334,0.0,0.0,-22.065590644830518,-16.044990731467053,6.020599913363463,-29.6106298092349,-23.5900298958017,0.0,0.0,0.0,0.0,-24.052590651963317,-18.456063847547778,5.596526804415537,1.0,1.0,0.0,0.010080473296116093,0.030873009219850717,0.020792535923734624,0.0007854974630336488,0.0028081856675175494,0.010348747996749424,0.035909749467691134,0.025561001470941713,0.0007021928892075,0.0032159208794453513,0.03604511694586262,-0.11960144907365489
factory_lite,False,P0,0.0,340,5.8310274823540196e-08,5.831027482528997e-08,1.7497702442013905e-18,5.83102748235402e-10,0.5441176470588235,1.0,5.085498707495871e-10,5.085499279536317e-10,5.720404459724813e-17,-7.627206111735874e-17,5.085498707495871e-10,0.05,0.05,0.0,0.0,-39.81486918088694,-33.79426926767732,6.020599913209614,-55.80233051750153,-49.78173060435061,0.0,0.0,0.0,0.0,-41.97449000373723,-35.91799833456988,6.0564916691673485,1.0,1.0,0.0,0.00018608421937084686,0.0011927660134641376,0.0010066817940932908,1.0934662153889797e-06,6.908831607401354e-06,0.0002180322164315599,0.0011217489150625285,0.0009037166986309686,1.4116485215159207e-06,4.6609815878840866e-06,-0.8117101594538221,1.0714685846945973
factory_lite,False,P0,10.0,340,5.831025427432151e-07,5.831025427279159e-07,-1.5299267473153303e-17,5.8310254274321505e-09,0.40588235294117647,1.0,5.085498767560279e-09,5.085498752305867e-09,-1.525441238890787e-17,-1.2203524087774783e-16,5.085498767560279e-09,0.05,0.05,0.0,0.0,-29.814869180886934,-23.79426926767732,6.020599913209614,-45.80233051750153,-39.78173060435061,0.0,0.0,0.0,0.0,-31.974490003737234,-25.917998334569884,6.05649166916735,1.0,1.0,0.0,0.0018564131964903755,0.01174055352556368,0.009884140329073303,1.093462016441816e-05,6.908654387979567e-05,0.0021724808328067295,0.011106899016822463,0.008934418184015733,1.4116389673791646e-05,4.6608853849971906e-05,-0.8117101594538221,1.0714685846945973
