case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results,is_nlos_current_0p20,is_los_current_0p20,is_nlos_geo,is_los_geo,is_nlos_bounce_0p33,is_los_bounce_0p33,is_nlos_mixed_0p33,is_los_mixed_0p33,label_schema
202,B,2.5,2,2.7,0.5,3.07142857142857,0.2,1,3.37608637088471,42.2257715803606,42.2257715803606,26.3461956209139,29.9468989905901,0.849716088411491,wood,patch_ffd,wood,19,8.96498054474708e-09,0.760483518011502,leading_edge,1,1,R,1,1,2,1.41510281700529,-0.871610677105848,1.12654476612495,0.000898588135610945,0.00773923531952433,0.312233566941044,1.2759810009903e-08,7.49272761546484e-09,1.49416342412451e-08,0.0556229047470031,1.49416342412452e-09,1.72923822348707,46.4625838083898,6.4294225646062,0.998350607349429,3,81.6078593039548,0.058899040464447,0,,20,0,2,1,0,1,3.37608637088471,dielectric,0.00153744267398537,0.00052830516054877,0.343625924717762,0,B,1,42.2257715803606,42.2257715803606,wood,0.849716088411491,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
203,B,2.5,2,2.7,2.27777777777778,2.64285714285714,0.2,1,2.59087784779056,15.2202177920417,15.2202177920417,25.1751137367747,27.8508761687661,0.932181424666162,brick,patch_ffd,brick,14,6.47470817120623e-09,1.8576708664223,leading_edge,1,1,R,1,1,2,1.28184330371814,0.240691099570784,0.67653259728962,0.000497127366217209,0.0184965026250389,0.408851490718337,1.3469677111766e-08,5.72206234420497e-09,1.34474708171206e-08,0.129054927736194,9.96108949416347e-10,1.64955036559866,66.1796267984457,7.61354160793327,0.998060494941441,3,113.750041021699,0.148178033088524,0,,19,0,2,1,0,1,2.59087784779056,dielectric,0.00200339018764814,0.000676387564432023,0.337621482126785,0,B,1,15.2202177920417,15.2202177920417,brick,0.932181424666162,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
204,C,2.5,2,2.7,2.27777777777778,1.78571428571429,1.2,1,1.53143758716976,11.6294274355011,11.6294274355011,33.044967269345,26.2138285414448,1.00754066050057,wood,patch_ffd,wood,6,2.49027237354086e-09,7.68099022049606,leading_edge,1,1,R,1,1,2,0.83739699431442,-1.75214858260257,1.07492447987475,0.0742711082534551,0.0208602813139737,0.364936126357009,3.48304429683021e-08,4.87780047503712e-09,4.98054474708171e-09,0.171996710170842,2.49027237354087e-09,1.613561434468,114.087013690454,10.2546564884197,0.995014904516824,2,161.019902654202,0.207724670038847,0,,20,0,2,1,1,0,1.53143758716976,dielectric,0.00338932471107174,0.000555895033218401,0.164013507293204,0,C,1,11.6294274355011,11.6294274355011,wood,1.00754066050057,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
205,B,2.5,2,2.7,4.57776651648722,1.63222645715738,0.2,2,3.27144785620228,40.1652255299329,40.1652255299329,20.7121704340619,26.5133198458273,1.05494116375211,glass,patch_ffd,glass,23,1.09571984435798e-08,1.72671189114029,leading_edge,1,1,R,1,1,2,1.71778554296422,-0.457589616510509,1.07178806275925,0.0511043320861309,0.00796369748432467,0.32881892272893,2.91668157472681e-08,1.26676723104547e-08,1.89260700389105e-08,0.0464166728783073,3.48638132295721e-09,1.68280179050799,48.6076381276924,6.58047733235586,0.990631936117244,3,75.7171510078332,0.0486760533223792,0,,22,0,2,1,0,1,3.27144785620228,dielectric,0.00158661836771077,0.000605205490759632,0.381443643333618,0,B,2,40.1652255299329,40.1652255299329,glass,1.05494116375211,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
206,C,2.5,2,2.7,0.944444444444444,2.64285714285714,1.2,1,2.25455503205005,48.2931392523252,48.2931392523252,30.4592459668409,30.2313986318402,0.974626694704608,glass,patch_ffd,glass,16,7.47081712062257e-09,2.51167775590287,leading_edge,1,1,R,1,1,2,0.820689500315792,-3.42086231693583,1.24370316377328,0.00601492825361272,0.00961439081528493,0.315678093230893,9.24319349889233e-09,1.00587895322385e-08,1.4443579766537e-08,0.0431921297506441,2.98832684824904e-09,2.22869610612851,55.0269298711718,6.91368177621244,0.999332039383546,3,99.1804323369988,0.0451419047581493,0,,24,0,2,1,1,0,2.25455503205005,dielectric,0.00230224553575825,0.000566474892214453,0.24605320475858,0,C,1,48.2931392523252,48.2931392523252,glass,0.974626694704608,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
207,B,2.5,2,2.7,4.05555555555556,0.928571428571429,0.2,1,3.13332287996198,37.0723435277123,37.0723435277123,38.5968592971115,34.9140061779039,0.88724565462671,wood,patch_ffd,wood,17,7.96887159533074e-09,0.798043149121226,leading_edge,1,1,R,1,1,2,1.49240447965241,2.32110944583955,0.663134711913569,0.0367907166176745,0.0112592369165616,0.310089936530809,5.02389613141835e-09,5.38110621748204e-09,8.96498054474708e-09,0.0811457132929775,1.49416342412452e-09,1.65757592297134,71.3195818392267,8.02371621134952,0.999836636123854,3,120.372346892689,0.0883118405898572,0,,20,0,2,1,0,1,3.13332287996198,dielectric,0.00165656060881971,0.000570991199976676,0.344684762475129,0,B,1,37.0723435277123,37.0723435277123,wood,0.88724565462671,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
208,A,2.5,2,2.7,4.5,0.928571428571429,0.2,1,3.37608637088471,42.2257715803606,42.2257715803606,38.507596550757,27.7355120551846,0.836383042662722,wood,patch_ffd,wood,20,9.46303501945525e-09,0.993651079569952,leading_edge,1,1,R,1,1,2,2.27825453819479,3.57953428684252,1.50398114057574,0.00193883402094497,0.0141135495732484,0.369013307344171,6.0842081219863e-09,4.89531775669303e-09,7.96887159533074e-09,0.0813591391603659,2.98832684824904e-09,1.62989133451359,66.1825685298999,7.71323996644348,0.999804783397398,2,106.548002391864,0.0885646857532594,0,,21,0,2,1,0,1,3.37608637088471,dielectric,0.00153744267398537,0.000523800155101269,0.340695730620949,0,A,1,42.2257715803606,42.2257715803606,wood,0.836383042662722,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
209,C,2.5,2,2.7,1.83333333333333,2.64285714285714,1.2,1,1.76286974861074,31.6919067778888,31.6919067778888,15.8303329579467,26.6982271472889,0.961145613349366,wood,patch_ffd,wood,8,3.4863813229572e-09,1.33464213032677,leading_edge,1,1,R,1,1,2,1.10723197834541,-1.11970381030573,1.03727444119491,0.0363776120714232,0.00967228751228848,0.350404245937727,4.10932985744784e-08,1.40683499365029e-08,1.64357976653696e-08,0.0707942019980471,2.98832684824904e-09,1.64687737238937,51.1555844582477,6.78437520771372,0.979826817100204,3,80.9810851985267,0.0761878608057268,0,,23,0,2,1,1,0,1.76286974861074,dielectric,0.0029443691241222,0.000511149244368407,0.173602297409227,0,C,1,31.6919067778888,31.6919067778888,wood,0.961145613349366,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
210,B,2.5,2,2.7,4.5,1.35714285714286,0.2,1,3.26546555733213,40.0407024618274,40.0407024618274,18.1207031880323,22.3016385202065,1.1393828502816,drywall,patch_ffd,drywall,20,9.46303501945525e-09,1.23091866606182,leading_edge,1,1,R,1,1,2,2.39014893478882,2.45538466213637,1.05876611736786,0.00361525260996154,0.0108963526290836,0.327785816124351,4.49990788707984e-08,1.49898122485955e-08,1.94241245136187e-08,0.0561508075406333,3.98443579766539e-09,1.62775755784992,58.1735854992671,7.08468700711499,0.978370552092006,3,104.254293670328,0.0594912916059423,0,,21,0,2,1,0,1,3.26546555733213,dielectric,0.00158952503602555,0.000629472253835973,0.396012796004716,0,B,1,40.0407024618274,40.0407024618274,drywall,1.1393828502816,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
211,B,2.5,2,2.7,4.63442379435091,0.267953421725599,0.65,2,3.42903051651679,53.284886705573,53.284886705573,27.1520016460802,22.1171450880327,0.970288893788778,brick,patch_ffd,brick,19,8.96498054474708e-09,0.908596713393673,leading_edge,1,1,R,1,1,2,2.2178934436622,5.18455704394251,1.0106006748019,0.000523638046141195,0.0124656181098557,0.329674248324353,1.51930290647761e-08,1.36033309099535e-08,1.94241245136187e-08,0.0676264709647831,6.47470817120625e-09,1.64608641994057,67.1062384423204,7.6073688512794,0.997713525471425,2,117.906265319708,0.072531521819115,0,,14,0,2,1,1,0,3.42903051651679,dielectric,0.00151370459745313,0.000483917729504371,0.319690995401998,0,B,2,53.284886705573,53.284886705573,brick,0.970288893788778,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
212,C,2.5,2,2.7,0.414793311703693,2.74439413110639,1.2,2,2.6743615229324,55.8832161931044,55.8832161931044,21.897639435344,20.3540196166092,0.865945484596286,glass,patch_ffd,glass,16,7.47081712062257e-09,1.2127998992872,leading_edge,1,1,R,1,1,2,1.18833885694322,-1.73244556416984,1.43882687151828,0.0346801957088323,0.00764404469823556,0.3012967367197,2.85293698210536e-08,1.24914527105351e-08,2.09182879377432e-08,0.0432100284788085,3.48638132295721e-09,1.60191427679721,42.5019402731857,5.99274273245101,0.992552878371677,4,86.5620387659668,0.0451614562913,0,,21,0,2,1,1,0,2.6743615229324,dielectric,0.00194085175588646,0.000608263466610321,0.313400271177591,0,C,2,55.8832161931044,55.8832161931044,glass,0.865945484596286,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
213,B,2.5,2,2.7,3.87753659004675,3.55893066324083,1.2,2,2.5647362183488,54.2072198899287,54.2072198899287,21.9745450238546,32.6360682488891,0.92182859789849,glass,patch_ffd,glass,9,3.98443579766537e-09,2.69117310081465,leading_edge,1,1,R,1,1,2,2.62305086286163,2.95137845617928,0.144849026591177,0.307960108191787,0.00863310355823669,0.317074958173266,3.41216763428391e-08,1.13572929762037e-08,1.99221789883268e-08,0.0487648657179059,3.98443579766539e-09,1.86182078992959,46.0545062487662,6.26244763964956,0.991346981559759,3,88.2746852041095,0.0512647861295716,0,,19,0,2,1,0,1,2.5647362183488,dielectric,0.00202381017608128,0.000669607031908956,0.330864544423588,0,B,2,54.2072198899287,54.2072198899287,glass,0.92182859789849,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
214,B,2.5,2,2.7,3.5,2.48,0.35,2,2.59863425668177,25.2679878251468,25.2679878251468,39.2270767477718,38.5369867933001,1.13580426219522,concrete,patch_ffd,concrete,34,1.64357976653696e-08,1.6431264766389,leading_edge,1,1,R,1,1,2,1.46043869693599,1.14522539388462,3.73464427527628,0.104289759414334,0.0294945718867515,0.419687672223906,7.29400752476417e-09,3.04385985399414e-09,3.98443579766537e-09,0.227073939492893,6.97276264591443e-09,1.63770363890445,110.969601443811,9.82634958058419,0.999697688810956,5,172.140391479948,0.293784814738829,0,,15,1,2,0,0,1,2.59863425668177,dielectric,0,0.000479420566807501,479420566.807501,1,B,2,25.2679878251468,25.2679878251468,concrete,1.13580426219522,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
215,A,2.5,2,2.7,4.05555555555556,2.21428571428571,1.2,1,2.17155968229443,46.3106697646876,46.3106697646876,15.7603391200666,22.5270482681401,0.965431714526135,wood,patch_ffd,wood,7,2.98832684824903e-09,3.92710575361246,leading_edge,1,1,R,1,1,2,1.21796872426831,-1.48972467164738,1.56101578312896,0.0191746347247728,0.0165988155875075,0.396107789174764,5.97208204707544e-08,1.43477515061959e-08,1.09571984435798e-08,0.108605826298015,2.49027237354087e-09,1.73306645292331,63.1256352700522,7.38994440937287,0.966003276051092,2,108.753551777686,0.121838160380802,0,,20,0,2,1,1,0,2.17155968229443,dielectric,0.00239023559885506,0.000489917497535204,0.204966195704674,0,A,1,46.3106697646876,46.3106697646876,wood,0.965431714526135,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
216,A,2.5,2,2.7,4.05555555555556,3.5,1.2,1,2.63054235594483,55.2341097318282,55.2341097318282,18.2256263185048,24.3007839247044,0.962700909817061,drywall,patch_ffd,drywall,14,6.47470817120623e-09,5.86087583030536,leading_edge,1,1,R,1,1,2,0.42920620661543,-7.78078702329428,0.325835804432178,0.000263914435275625,0.0219687019188792,0.382109946796376,2.08242301664027e-08,4.35397473170198e-09,4.48249027237354e-09,0.162749791895987,9.96108949416347e-10,1.65529900165298,105.604664937765,9.75119965682219,0.995483389191481,2,154.675249322024,0.194386087122678,0,,22,0,2,1,1,0,2.63054235594483,dielectric,0.00197318216371932,0.000462242316019405,0.234262362856609,0,A,1,55.2341097318282,55.2341097318282,drywall,0.962700909817061,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
217,C,2.5,2,2.7,0.5,3.07142857142857,1.2,1,2.71991896637997,56.5309114575854,56.5309114575854,31.5561331833631,23.9353156803637,1.11384160383666,wood,patch_ffd,wood,6,2.49027237354086e-09,0.639170740837446,leading_edge,1,1,R,1,1,2,1.69657867076572,1.88487019708491,0.0515708536239015,0.276585147294663,0.00814639731416862,0.351015210255307,2.34789438996631e-08,1.09587567867196e-08,2.58988326848249e-08,0.0439431944071734,2.49027237354087e-09,1.65208740485244,30.6931321619081,5.06660983003615,0.996892518393558,5,67.968366200489,0.0459629534041394,0,,22,0,2,1,0,1,2.71991896637997,dielectric,0.00190834334471619,0.00141875796650332,0.743450056003589,0,C,1,56.5309114575854,56.5309114575854,wood,1.11384160383666,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
218,C,2.5,2,2.7,1.38888888888889,2.64285714285714,0.2,1,2.81030838296387,27.1792208194277,27.1792208194277,37.4648750311862,34.9511312151614,0.879930270315023,brick,patch_ffd,brick,16,7.47081712062257e-09,1.46910519896366,leading_edge,1,1,R,1,1,2,1.84817594053745,3.81819155826337,0.822681649694637,0.0186716274421588,0.0120466752072513,0.302184383645749,4.18148366816951e-09,3.57747687044866e-09,6.47470817120623e-09,0.0768873754185898,1.49416342412452e-09,1.70537641758007,93.1366168194644,9.26648205058375,0.999849624341002,1,135.617671059631,0.0832914352714597,0,,18,0,2,1,0,1,2.81030838296387,dielectric,0.00184696430083035,0.00156335893244714,0.846447834289108,0,C,1,27.1792208194277,27.1792208194277,brick,0.879930270315023,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
219,B,2.5,2,2.7,4.23858561785645,0.402548599641627,1.2,2,2.7972363016242,57.5717128966556,57.5717128966556,12.0878275446573,32.1145370846927,1.02385494569958,drywall,patch_ffd,drywall,15,6.9727626459144e-09,2.88155879617005,leading_edge,1,1,R,1,1,2,1.1634729106723,-0.205683257696138,0.884130898350515,0.00391223443401878,0.0118001894880022,0.301441760421261,4.76640849621583e-08,1.07041127423649e-08,5.47859922178988e-09,0.0791864411079636,5.47859922178991e-09,1.79985434536955,90.797050509199,8.96397882270998,0.973609305511955,3,133.498154239842,0.0859961719104616,0,,20,0,2,1,1,0,2.7972363016242,dielectric,0.00185559555860357,0.000466627422924221,0.251470435333108,0,B,2,57.5717128966556,57.5717128966556,drywall,1.02385494569958,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
220,B,2.5,2,2.7,3.16666666666667,2.64285714285714,0.2,1,2.66602883528421,20.327173128864,20.327173128864,38.7349411812061,21.0175426907365,1.03599981422451,drywall,patch_ffd,drywall,6,2.49027237354086e-09,1.91855788479519,leading_edge,1,1,R,1,1,2,5.13937152010724,6.91952477624718,1.54028013212923,0.0146884003156131,0.00600222616034261,0.315147403020929,4.40823258689905e-08,1.07513670938911e-08,1.64357976653696e-08,0.0348572067527194,2.49027237354087e-09,1.7014259876027,41.3083629817384,6.08358288557921,0.991960956362225,3,62.1266598019127,0.0361161135912752,0,,23,0,2,1,0,1,2.66602883528421,dielectric,0.0019469178986225,0.000702086554187889,0.360614361131835,0,B,1,20.327173128864,20.327173128864,drywall,1.03599981422451,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
221,B,2.5,2,2.7,1.38409895463146,0.423713743289812,0.2,2,3.15910011018138,37.6867808920818,37.6867808920818,19.3335214724187,35.7577526671369,0.960264182515527,glass,patch_ffd,glass,18,8.46692607003891e-09,5.0614252267239,leading_edge,1,1,R,1,1,2,1.22310308278359,-0.656474666803404,0.352569754314601,0.0580575126484423,0.0159993412359093,0.351549562826941,2.40806879766099e-08,4.77097389075048e-09,5.97665369649805e-09,0.116092784683473,3.98443579766539e-09,1.66712325854677,94.937438338846,9.37702227545908,0.994292612857539,1,133.082849580996,0.131340465007858,0,,23,0,2,1,0,1,3.15910011018138,dielectric,0.00164304361261933,0.000607063063958965,0.36947471101585,0,B,2,37.6867808920818,37.6867808920818,glass,0.960264182515527,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
222,B,2.5,2,2.7,0.944444444444444,2.21428571428571,1.2,1,2.17155968229443,46.3106697646876,46.3106697646876,22.2962904284699,37.3821902886441,0.83309980990843,concrete,patch_ffd,concrete,26,1.24513618677043e-08,1.65784988929241,leading_edge,1,1,R,1,1,2,1.0803633195346,-1.24861856643598,1.24448273100155,0.00930501485238189,0.00958860114200011,0.318483964643468,2.03893947840942e-08,7.07411489577263e-09,9.46303501945525e-09,0.0385825632687606,9.96108949416347e-09,2.30444573389346,67.7146699584829,7.78368688718929,0.995068435663394,4,97.1791791670877,0.040130916909453,0,,20,0,2,1,1,0,2.17155968229443,dielectric,0.00239023559885506,0.000502890806349502,0.210393823349627,0,B,1,46.3106697646876,46.3106697646876,concrete,0.83309980990843,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
223,C,2.5,2,2.7,0.423174144554749,1.97156686336476,0.65,2,2.91830671402182,45.3751222920385,45.3751222920385,36.2951645881291,30.0512496443646,1.02442724090508,glass,patch_ffd,glass,15,6.9727626459144e-09,7.20597453356462,leading_edge,1,1,R,1,1,2,0.947129526577958,-3.87196487982381,0.187037976037606,0.261787998043134,0.00978735278531916,0.327356707147519,5.02105283668824e-09,4.48681415886659e-09,1.19533073929961e-08,0.0712508337256404,3.48638132295721e-09,1.6830550377972,63.5618000160082,7.58366979348091,0.999876990558478,2,93.8892501070067,0.0767169827042325,0,,19,0,2,1,0,1,2.91830671402182,dielectric,0.00177861334201753,0.000623117361264548,0.350338854738225,0,C,2,45.3751222920385,45.3751222920385,glass,1.02442724090508,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
224,B,2.5,2,2.7,0.47703716151207,3.49775320159479,0.65,2,3.24625065248982,50.8392891527682,50.8392891527682,15.5636804785979,28.4446275553443,1.14895516933846,brick,patch_ffd,brick,20,9.46303501945525e-09,1.20064897416782,leading_edge,1,1,R,1,1,2,1.92734020174249,0.87992613841279,1.04901689772536,0.0046574486430786,0.0133215827420827,0.352692818393358,5.29345184776391e-08,1.87881733603592e-08,1.69338521400778e-08,0.0663229238068627,7.96887159533077e-09,1.70193944901602,64.210536768858,7.28944335430819,0.97038891279557,4,110.091986479477,0.0710341139329241,0,,17,0,2,1,0,1,3.24625065248982,dielectric,0.00159893360473489,0.000539432264929858,0.337370021702244,0,B,2,50.8392891527682,50.8392891527682,brick,1.14895516933846,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
225,C,2.5,2,2.7,2.5,3.7,1.2,2,2.26715680975093,48.5763343749974,48.5763343749974,19.7573753408269,24.0600838388197,1.02647024202617,drywall,patch_ffd,drywall,11,4.98054474708171e-09,1.93769693066902,leading_edge,1,1,R,1,1,2,1.0888849513906,-0.988570440578607,0.649718411205315,0.0312572048399669,0.0132878935558296,0.322263526353755,2.99866010529934e-08,7.32433590580714e-09,1.59377431906615e-08,0.109894473997239,9.96108949416347e-10,1.6797791964535,77.9568628036752,8.12628731371472,0.990840422931568,3,131.530643568474,0.123462298330792,0,,21,0,2,1,1,0,2.26715680975093,dielectric,0.00228944872067706,0.00049961113830074,0.218223336381603,0,C,2,48.5763343749974,48.5763343749974,drywall,1.02647024202617,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
226,C,2.5,2,2.7,0.494786249712366,3.02303312263753,0.2,2,3.36414609586981,42.0012156989947,42.0012156989947,28.7192680119607,31.3655834968883,0.943719393790858,glass,patch_ffd,glass,24,1.14552529182879e-08,1.27752880436728,leading_edge,1,1,R,1,1,2,0.758655225541598,-3.50251985359843,0.479111369948071,0.0059036426052762,0.0117943290176509,0.300779225159393,8.74604722700812e-09,8.55084374190557e-09,1.19533073929961e-08,0.0634553344993058,1.99221789883269e-09,1.63757014631491,81.8665777708226,8.48847534819796,0.999268356903997,2,134.020329406304,0.0677547337962588,0,,11,1,2,0,0,1,3.36414609586981,dielectric,0,0.000560265455112126,560265455.112126,1,C,2,42.0012156989947,42.0012156989947,glass,0.943719393790858,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
227,C,2.5,2,2.7,4.57460173989881,2.49198652574658,0.2,2,3.28573022640438,40.4594090117316,40.4594090117316,36.1415582946893,30.8438010511465,0.945545713288652,glass,patch_ffd,glass,17,7.96887159533074e-09,3.44507490224095,leading_edge,1,1,R,1,1,2,1.19493640820864,0.829305881952447,1.33499429724805,0.0112424188308865,0.0184940464689929,0.38540269917668,1.21672537329753e-08,4.10741899954211e-09,1.04591439688716e-08,0.124481557477941,5.97665369649808e-09,1.79011099364852,74.725836149783,7.99000554868581,0.999189890589554,3,127.995751728311,0.142180394417911,0,,21,0,2,1,0,1,3.28573022640438,dielectric,0.00157972167524496,0.000570667211849469,0.361245414804463,0,C,2,40.4594090117316,40.4594090117316,glass,0.945545713288652,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
228,A,2.5,2,2.7,1.83333333333333,3.07142857142857,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,21.0280336074403,31.9406385197481,1.18814652603541,brick,patch_ffd,brick,16,7.47081712062257e-09,1.43407617874772,leading_edge,1,1,R,1,1,2,2.09548889126462,2.27405978248269,1.35843393427279,0.000542323706968051,0.011361705277563,0.343036649112629,3.46365325304387e-08,1.23382769503368e-08,1.39455252918288e-08,0.0676642910446907,2.98832684824904e-09,1.63366700015189,60.0487377907994,7.31210888698602,0.987999590687054,3,99.2557308160775,0.0725750289244087,0,,22,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000720036454776556,0.388478152874572,0,A,1,26.7829048021752,26.7829048021752,brick,1.18814652603541,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
229,B,2.5,2,2.7,0.45226663481987,0.716868374650959,0.2,2,3.47701577546649,44.0274114810537,44.0274114810537,25.2134886127028,29.4560911568468,1.16100652803044,glass,patch_ffd,glass,20,9.46303501945525e-09,6.64172537021009,leading_edge,1,1,R,1,1,2,0.606093085981198,-4.34867326283023,0.583056133363871,0.000667455713809217,0.0252411885460848,0.399052547069246,1.04024554997097e-08,2.76865381810474e-09,4.48249027237354e-09,0.179159152510868,1.49416342412452e-09,1.65644973926789,116.077625085487,10.4080472745739,0.998851062135463,1,162.945638830589,0.218262959328714,0,,18,0,2,1,0,1,3.47701577546649,dielectric,0.00149281441122083,0.000603659700210454,0.404376924333668,0,B,2,44.0274114810537,44.0274114810537,glass,1.16100652803044,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
230,B,2.5,2,2.7,0.5,3.07142857142857,1.2,1,2.71991896637997,56.5309114575854,56.5309114575854,12.6820945641982,29.3780458314233,0.908485909522516,wood,patch_ffd,wood,6,2.49027237354086e-09,0.671061036194594,leading_edge,1,1,R,1,1,2,1.60749421296897,0.893267646793433,0.0508875217377615,0.472648058185479,0.00805339161906392,0.332878463155131,7.2990304170496e-08,2.5399860235263e-08,2.58988326848249e-08,0.0436532528481652,2.49027237354087e-09,1.66060050104525,37.2578887890896,5.45201986908536,0.942833247175962,5,74.7137504724286,0.0456458423455427,0,,21,0,2,1,1,0,2.71991896637997,dielectric,0.00190834334471619,0.000442614525048597,0.231936525612179,0,B,1,56.5309114575854,56.5309114575854,wood,0.908485909522516,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
231,C,2.5,2,2.7,4.67076859863288,2.40650315305344,0.65,2,3.01330070226205,47.1315725474336,47.1315725474336,13.9690100961711,24.2490314545162,1.17130378356123,glass,patch_ffd,glass,18,8.46692607003891e-09,5.41952106688608,leading_edge,1,1,R,1,1,2,1.0969939681934,-1.52089398314288,0.710716645800467,0.0630413178290188,0.012584719675163,0.368289291304541,4.68091360412131e-08,1.09315317717773e-08,1.14552529182879e-08,0.0904723069869996,8.46692607003895e-09,1.63866483483788,57.0084703364441,7.06414774958344,0.977975572015554,3,95.3802548475774,0.099471745260764,0,,22,0,2,1,1,0,3.01330070226205,dielectric,0.00172254274316601,0.000567120413741934,0.329234450635213,0,C,2,47.1315725474336,47.1315725474336,glass,1.17130378356123,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
232,B,2.5,2,2.7,1.83333333333333,0.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,10.4036566596554,21.3461069663673,0.989067331427942,brick,patch_ffd,brick,11,4.98054474708171e-09,4.79967604378388,leading_edge,1,1,R,1,1,2,0.868104800867634,-2.2176164919955,0.383618248298226,0.0622109287294306,0.0218069813075904,0.388571146116378,6.67150939610293e-08,1.66961937366725e-08,4.48249027237354e-09,0.160637336707355,9.96108949416347e-10,1.65542468581365,107.999215584203,9.82884209789163,0.950598053530484,2,148.473029220464,0.191380131297725,0,,22,0,2,1,1,0,2.22361067735439,dielectric,0.00233428419395528,0.00058398070369665,0.250175495001376,0,B,1,47.5785715817397,47.5785715817397,brick,0.989067331427942,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
