case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results,is_nlos_current_0p20,is_los_current_0p20,is_nlos_geo,is_los_geo,is_nlos_bounce_0p33,is_los_bounce_0p33,is_nlos_mixed_0p33,is_los_mixed_0p33,label_schema
515,B,2.5,2,2.7,4.05555555555556,2.21428571428571,1.2,1,2.17155968229443,46.3106697646876,46.3106697646876,17.8255868542432,38.2004371499732,1.17176209964565,brick,patch_ffd,brick,7,2.98832684824903e-09,3.82510831858513,leading_edge,1,1,R,1,1,2,1.40971481904163,-0.425763878437744,1.69922396206698,0.0189054282134642,0.0165937481096081,0.387673008888009,6.3482501297413e-08,1.50390898900003e-08,1.29494163424125e-08,0.108453984535966,1.99221789883269e-09,1.73867673080778,66.891462396285,7.50455308178274,0.967768686471294,4,113.502774562986,0.121647096902247,0,,17,0,2,1,1,0,2.17155968229443,dielectric,0.00239023559885506,0.000630763346036348,0.263891704373614,0,B,1,46.3106697646876,46.3106697646876,brick,1.17176209964565,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
516,C,2.5,2,2.7,0.338433615215437,3.69499411657279,0.2,2,3.71421247252321,47.6939820346229,47.6939820346229,32.6049671572549,37.3188530342768,1.05278924373472,brick,patch_ffd,brick,27,1.29494163424125e-08,0.667696737378385,leading_edge,1,1,R,1,1,2,0.925131219190437,-2.1685251451947,0.257533566735783,0.058047541786598,0.0167991429179551,0.332581920478428,8.49689484064455e-09,9.03120531879146e-09,1.19533073929961e-08,0.0791846291758539,1.99221789883269e-09,1.77178309444236,95.2445559693044,9.08355979816461,0.999238762089958,4,156.12877992779,0.0859940349442497,0,,10,1,2,0,0,1,3.71421247252321,dielectric,0,0.000455938924431061,455938924.431061,1,C,2,47.6939820346229,47.6939820346229,brick,1.05278924373472,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
517,B,2.5,2,2.7,4.7,3.7,0.2,2,3.73898381916798,48.038517637999,48.038517637999,11.6638615455704,31.5230469465215,0.808107093565317,concrete,patch_ffd,concrete,20,9.46303501945525e-09,3.97638554431913,leading_edge,1,1,R,1,1,2,0.926839852187018,-2.38852970235724,0.90529905600085,0.0241829301194356,0.02296289951216,0.404002646720567,5.31618890551628e-08,1.19698096448509e-08,4.98054474708171e-09,0.15490911622521,5.47859922178991e-09,1.70938518332254,100.292571482033,9.42509489824515,0.967866187984767,2,144.627679908409,0.183304682607951,0,,11,0,2,1,1,0,3.73898381916798,dielectric,0.00138822190966677,0.000282856257602929,0.203754353416613,0,B,2,48.038517637999,48.038517637999,concrete,0.808107093565317,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
518,C,2.5,2,2.7,0.448826700600131,2.50065452850109,1.2,2,2.58997429737818,54.60877499975,54.60877499975,24.4348394459902,25.8047079400588,0.996003699067714,drywall,patch_ffd,drywall,13,5.97665369649805e-09,0.892105796039043,leading_edge,1,1,R,1,1,2,1.54127030927735,0.489875990538368,0.35005942373673,0.470578517413685,0.00800085078114469,0.308380574902267,2.88847116305265e-08,1.14641575734513e-08,1.64357976653697e-08,0.0462758615062228,2.49027237354087e-09,1.72331132576434,44.1053204405869,6.18210122765881,0.992074246328359,3,86.4878812227194,0.0485212228971227,0,,22,0,2,1,0,1,2.58997429737818,dielectric,0.00200408909961497,0.00148928129303047,0.743121298008454,0,C,2,54.60877499975,54.60877499975,drywall,0.996003699067714,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
519,B,2.5,2,2.7,4.5,2.21428571428571,1.2,1,2.50916686717861,53.2869327643463,53.2869327643463,39.7229930973953,31.7250015434467,0.979036366145585,drywall,patch_ffd,drywall,13,5.97665369649805e-09,8.01274428847831,leading_edge,1,1,R,1,1,2,0.709785751953171,-5.85342199453435,0.597504521460236,0.0475127920829997,0.0274875946402739,0.424691525098658,5.03380194181443e-09,2.57406362756735e-09,4.98054474708171e-09,0.185834362240901,2.98832684824904e-09,1.655246944814,109.49265289207,10.0438242633746,0.999883218664454,2,156.668852759385,0.228251296323914,0,,20,0,2,1,1,0,2.50916686717861,dielectric,0.0020686305584351,0.000651106690962899,0.314752524711545,0,B,1,53.2869327643463,53.2869327643463,drywall,0.979036366145585,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
520,B,2.5,2,2.7,0.404535956801295,3.08228395859026,0.2,2,3.43690385715988,43.3312264796943,43.3312264796943,27.2505269871634,21.5980825973708,0.930938912145798,glass,patch_ffd,glass,21,9.96108949416342e-09,1.09854694330174,leading_edge,1,1,R,1,1,2,1.17177464977506,-2.38594749371326,1.55047560092983,0.00135357660280411,0.00900220532982944,0.391896650994607,1.33915642735589e-08,8.65938624683934e-09,1.7431906614786e-08,0.0557998480152844,1.99221789883269e-09,1.70085955975893,37.2090289751654,5.77897421000104,0.998144505321931,2,60.255809427078,0.0590974783238413,0,,20,0,2,1,0,1,3.43690385715988,dielectric,0.00151023696716026,0.000549212365765916,0.363659728710399,0,B,2,43.3312264796943,43.3312264796943,glass,0.930938912145798,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
521,A,2.5,2,2.7,4.05555555555556,0.5,0.2,1,3.30450496843623,40.8396257547357,40.8396257547357,32.5018272782618,36.6814265760866,1.17822100483446,concrete,patch_ffd,concrete,21,9.96108949416342e-09,2.82957504606053,leading_edge,1,1,R,1,1,2,1.70722098324358,2.37133797730594,0.395107146468225,0.553324546594606,0.0113832664465273,0.315227890868378,8.19733185600212e-09,5.32611579060789e-09,1.64357976653697e-08,0.0761577118752673,1.99221789883269e-09,1.72059040229542,72.1905070529162,7.94552568538678,0.999550967197919,4,117.76351057694,0.0824358365645467,0,,23,0,2,1,0,1,3.30450496843623,dielectric,0.00157074639234536,0.000631600144344194,0.402101922641452,0,A,1,40.8396257547357,40.8396257547357,concrete,1.17822100483446,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
522,A,2.5,2,2.7,2.27777777777778,3.07142857142857,1.2,1,1.85670188768226,36.1102820956784,36.1102820956784,21.3548663967261,31.7884718334915,1.02799182847025,brick,patch_ffd,brick,9,3.98443579766537e-09,1.45654478842401,leading_edge,1,1,R,1,1,2,2.58984024864339,3.98646274993031,2.18731460504528,0.00376243728963999,0.00757496148577299,0.305849027280594,2.91866365524567e-08,1.30587877328532e-08,1.84280155642023e-08,0.0547216539441925,9.96108949416347e-10,1.66397517801067,49.5417238483455,6.6320515420264,0.990132975925603,4,83.2452259597603,0.0578894609958217,0,,22,0,2,1,1,0,1.85670188768226,dielectric,0.00279556954839851,0.000537422608126773,0.192240829220166,0,A,1,36.1102820956784,36.1102820956784,brick,1.02799182847025,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
523,B,2.5,2,2.7,4.74423341338999,3.58869672496694,0.2,2,3.71625361051917,47.7226165956832,47.7226165956832,25.6916590367993,24.0449735603297,1.00549849793529,glass,patch_ffd,glass,22,1.04591439688716e-08,3.13527630465789,leading_edge,1,1,R,1,1,2,1.51233270205534,2.15549065781242,1.8643793070899,0.335876400333909,0.0130519356382811,0.304239920924497,1.82940025518639e-08,5.14177557336432e-09,1.24513618677043e-08,0.118737083832845,3.48638132295721e-09,1.70274651996416,87.3537399571236,8.61921314157816,0.997109997999136,5,144.955814025586,0.134735141641117,0,,13,0,2,1,0,1,3.71625361051917,dielectric,0.00139671287313823,0.000557896642063521,0.399435455055269,0,B,2,47.7226165956832,47.7226165956832,glass,1.00549849793529,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
524,A,2.5,2,2.7,0.537221384313333,3.62971211576096,1.2,2,2.9594697961721,59.5459265202799,59.5459265202799,15.8849551449227,29.3397502819594,1.03739561013818,glass,patch_ffd,glass,20,9.46303501945525e-09,1.74085307946193,leading_edge,1,1,R,1,1,2,1.27513302804436,-0.336534614812903,1.32650226828139,0.116817942628081,0.010074436193329,0.322784937281673,4.8700382458558e-08,1.7145009678857e-08,1.49416342412451e-08,0.062646754628815,8.46692607003895e-09,1.61330881263727,60.3143543386319,7.26954099491711,0.970924673951144,4,99.4002198153856,0.0668336669640561,0,,17,0,2,1,0,1,2.9594697961721,dielectric,0.00175387471917172,0.000595990071725578,0.339813365921049,0,A,2,59.5459265202799,59.5459265202799,glass,1.03739561013818,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
525,C,2.5,2,2.7,4.26636476437791,0.497227562396447,0.65,2,3.09529796304923,48.5248707102109,48.5248707102109,16.9204032637806,34.3606844267661,0.842868801916177,drywall,patch_ffd,drywall,16,7.47081712062257e-09,0.541844097490345,leading_edge,1,1,R,1,1,2,3.05575674423751,3.45090968899173,1.54173021297373,0.00766140562286877,0.0186316476134772,0.47967727293562,7.61991280441005e-08,2.36769753048519e-08,1.84280155642023e-08,0.129890772711011,7.4708171206226e-09,1.58257946953059,57.7779279217902,7.11364284656882,0.929518969185445,6,83.2426873180729,0.149280996726943,0,,16,0,2,1,1,0,3.09529796304923,dielectric,0.00167691101781531,0.000472271682791975,0.281631927857004,0,C,2,48.5248707102109,48.5248707102109,drywall,0.842868801916177,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
526,A,2.5,2,2.7,2.80738871500962,0.323418691957023,0.65,2,2.66606689799682,39.7427318301994,39.7427318301994,31.7394599628047,32.5093890707577,0.951100745238178,drywall,patch_ffd,drywall,15,6.9727626459144e-09,2.29667741869003,leading_edge,1,1,R,1,1,2,1.48095973032426,0.777788851552855,1.01308966601216,0.0256830018227303,0.0182116730720268,0.393084973821207,7.0420910868638e-09,3.8430600112642e-09,6.47470817120623e-09,0.123521569539356,1.49416342412452e-09,1.66624923553045,77.9513415814418,8.30078448586111,0.999604382869992,2,121.163015851223,0.140929388843531,0,,23,0,2,1,1,0,2.66606689799682,dielectric,0.00194689010300474,0.00054333111866693,0.279076419274195,0,A,2,39.7427318301994,39.7427318301994,drywall,0.951100745238178,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
527,C,2.5,2,2.7,1.38888888888889,1.35714285714286,0.2,1,2.81030838296387,27.1792208194277,27.1792208194277,18.2808907848571,24.4120830092271,0.989931792373478,concrete,patch_ffd,concrete,15,6.9727626459144e-09,6.75292457272367,leading_edge,1,1,R,1,1,2,0.79868951619916,-2.46655805586287,0.825550240324008,0.0286887239496252,0.0122479156973544,0.310536036731547,2.39171325020942e-08,5.35485961889916e-09,9.46303501945525e-09,0.102340185167152,1.99221789883269e-09,1.69755648058135,80.6729176069195,8.45439430252106,0.993817405107946,2,130.566358323494,0.114007760485756,0,,23,0,2,1,0,1,2.81030838296387,dielectric,0.00184696430083035,0.000657817585193577,0.35616150506961,0,C,1,27.1792208194277,27.1792208194277,concrete,0.989931792373478,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
528,A,2.5,2,2.7,0.411740232085339,0.416399504533115,0.65,2,3.32732916729529,51.9673976942733,51.9673976942733,29.2788471374137,22.5467326419098,1.08532786473276,glass,patch_ffd,glass,18,8.46692607003891e-09,4.41045392789244,leading_edge,1,1,R,1,1,2,0.675033702138709,-4.78636846137324,0.355501490875762,0.0965239283923676,0.0201034265957491,0.378985184530025,6.69043200638063e-09,2.99067022376542e-09,5.47859922178988e-09,0.140938508609994,2.98832684824904e-09,1.67893497626717,99.9406243056788,9.59857541876707,0.999540187854481,1,143.886065730048,0.164061024760809,0,,17,0,2,1,0,1,3.32732916729529,dielectric,0.00155997167598474,0.00059199553905603,0.379491210109524,0,A,2,51.9673976942733,51.9673976942733,glass,1.08532786473276,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
529,B,2.5,2,2.7,1.83333333333333,0.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,13.4803763306899,20.4491888080704,0.947652153062741,wood,patch_ffd,wood,16,7.47081712062257e-09,4.65554318836718,leading_edge,1,1,R,1,1,2,0.657837715657393,-4.11753413620392,0.438607665523875,0.0170011563727274,0.0196203274468442,0.355893252430276,3.63088100015449e-08,6.40653145439233e-09,4.98054474708171e-09,0.149268443640983,9.96108949416347e-10,1.66866371565961,114.630462464726,10.3496524157957,0.986500319682571,1,159.242819206435,0.175458924175596,0,,22,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.00061512775173549,0.354429225899693,0,B,1,33.2885231343062,33.2885231343062,wood,0.947652153062741,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
530,A,2.5,2,2.7,0.5,3.07142857142857,1.2,1,2.71991896637997,56.5309114575854,56.5309114575854,26.9510439093772,34.3193053010839,0.888105485122893,drywall,patch_ffd,drywall,6,2.49027237354086e-09,0.654322174013551,leading_edge,1,1,R,1,1,2,1.42961937115348,1.21940747566789,0.010579608065982,0.768801523625805,0.00853884778958909,0.339607024066826,2.98228288082026e-08,1.144551864908e-08,2.58988326848249e-08,0.0462367768767448,2.49027237354087e-09,1.65687626191645,34.8817835237294,5.33627895840535,0.994425941397921,5,76.1095332196147,0.0484782551431736,0,,21,0,2,1,1,0,2.71991896637997,dielectric,0.00190834334471619,0.000436933378767308,0.228959521344567,0,A,1,56.5309114575854,56.5309114575854,drywall,0.888105485122893,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
531,B,2.5,2,2.7,3.61111111111111,1.35714285714286,1.2,1,1.97429309054077,40.5564608035993,40.5564608035993,33.6389594886276,21.8547783335506,1.09668361074243,glass,patch_ffd,glass,20,9.46303501945525e-09,2.94257183192502,leading_edge,1,1,R,1,1,2,1.99488675642601,1.42861184434203,1.20118158959816,0.120271176230258,0.0121789805111017,0.388745927011616,9.2528767992961e-09,7.38620364868104e-09,1.64357976653697e-08,0.0817039857383539,6.47470817120625e-09,1.67371275771878,46.3133107959821,6.33571156997717,0.999633775789304,5,82.8461529849611,0.0889734731169968,0,,21,0,2,1,1,0,1.97429309054077,dielectric,0.00262906216028788,0.000596900732595899,0.227039414134864,0,B,1,40.5564608035993,40.5564608035993,glass,1.09668361074243,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
532,C,2.5,2,2.7,3.61111111111111,0.928571428571429,1.2,1,2.15233061700754,45.8196691153216,45.8196691153216,27.5092689876636,36.3526737134134,1.18934900774309,concrete,patch_ffd,concrete,11,4.98054474708171e-09,2.48467902556082,leading_edge,1,1,R,1,1,2,2.1701484164489,3.26468738079141,1.43146209030615,0.00133262257330735,0.0124423516050217,0.384994112020173,1.8096008126036e-08,1.03595013428292e-08,2.0420233463035e-08,0.0691094512754476,1.99221789883269e-09,1.60859990362892,47.6668844053638,6.52474218887733,0.997238118229538,4,86.2953529300014,0.0742401471044443,0,,17,0,2,1,1,0,2.15233061700754,dielectric,0.00241159012311739,0.000658268005912601,0.272960151728303,0,C,1,45.8196691153216,45.8196691153216,concrete,1.18934900774309,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
533,A,2.5,2,2.7,4.5343694289115,1.34098876631294,0.65,2,2.96233940989473,46.2097267473929,46.2097267473929,31.9167774219496,26.4715874052374,1.16132865219879,wood,patch_ffd,wood,18,8.46692607003891e-09,0.914634173572238,leading_edge,1,1,R,1,1,2,1.63331337571071,3.41636286945346,2.12532990429385,0.000343831091969338,0.0137835783090449,0.365611100232486,1.2746140581456e-08,8.63429065881821e-09,1.99221789883268e-08,0.0643686999485189,2.49027237354087e-09,1.75575055102809,57.5614677355223,6.93341753650642,0.998657062783237,3,106.002558367026,0.0687970784485055,0,,21,0,2,1,1,0,2.96233940989473,dielectric,0.00175217574337405,0.000569585371396365,0.325073197451959,0,A,2,46.2097267473929,46.2097267473929,wood,1.16132865219879,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
534,C,2.5,2,2.7,0.721582469664414,3.51383987958012,0.65,2,3.1075681960678,48.7245420761672,48.7245420761672,12.0488283149566,27.6296766282086,1.06345863044013,brick,patch_ffd,brick,26,1.24513618677043e-08,1.24656994422988,leading_edge,1,1,R,1,1,2,0.729655547444504,-3.73332395442221,0.123443474150371,0.226779264322136,0.01840496727773,0.381446835618853,4.68544343174271e-08,1.51435336325317e-08,1.24513618677043e-08,0.0910404907681463,1.99221789883269e-09,1.68954607974458,81.4619015462569,8.48359482758669,0.974295357639318,2,130.03496089351,0.100159016813723,0,,8,1,2,0,0,1,3.1075681960678,dielectric,0,0.000532764941661066,532764941.661066,1,C,2,48.7245420761672,48.7245420761672,brick,1.06345863044013,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
535,B,2.5,2,2.7,0.510668032232257,2.97336340292228,0.65,2,3.01784326831781,47.2115747704565,47.2115747704565,36.1844356623298,32.0187011040302,1.0875090680435,drywall,patch_ffd,drywall,19,8.96498054474708e-09,1.29357439048608,leading_edge,1,1,R,1,1,2,1.09387892167227,-1.48291478805065,1.34570452500211,0.00437503277885165,0.0132692087347427,0.36765288956511,6.54729700499017e-09,8.31597571423164e-09,1.39455252918288e-08,0.0732286527358778,2.49027237354087e-09,1.65079496698042,55.6939946727136,6.99775734936848,0.999797502190866,3,100.916498472975,0.0790148000928737,0,,20,0,2,1,1,0,3.01784326831781,dielectric,0.00171994990997389,0.000546602270502124,0.317801272776846,0,B,2,47.2115747704565,47.2115747704565,drywall,1.0875090680435,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
536,A,2.5,2,2.7,3.86566418673182,0.370508643142827,0.2,2,3.28181059066396,40.3791051996607,40.3791051996607,37.3678647694185,38.2475097558839,1.05303598314478,wood,patch_ffd,wood,19,8.96498054474708e-09,1.49685687814069,leading_edge,1,1,R,1,1,2,1.98089297560147,1.69502955175646,0.860587932521213,0.0441161253270459,0.023308851579731,0.40130321218068,5.71618339732597e-09,2.9392028656033e-09,5.47859922178988e-09,0.161290009651502,1.49416342412452e-09,1.66826240286634,99.6658424868858,9.49942305721419,0.999793981515139,2,148.788278562717,0.192307247448529,0,,23,0,2,1,0,1,3.28181059066396,dielectric,0.00158160841836043,0.000602649821094329,0.381036047923331,0,A,2,40.3791051996607,40.3791051996607,wood,1.05303598314478,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
537,A,2.5,2,2.7,1.08184504986487,0.54239615694114,1.2,2,2.52700859236622,53.5880165337521,53.5880165337521,13.1541231710043,27.8792364646391,0.905279973812348,concrete,patch_ffd,concrete,13,5.97665369649805e-09,6.3596358728176,leading_edge,1,1,R,1,1,2,0.533600899787968,-5.52542772921211,1.12468274654766,0.0070338635064281,0.011854684533357,0.313056010286434,3.98078935181297e-08,8.16376769060194e-09,7.47081712062257e-09,0.09286620826894,3.98443579766539e-09,1.72828965087684,81.2291308858549,8.50656784115669,0.983759059892111,1,124.348062793204,0.102373221144949,0,,22,0,2,1,1,0,2.52700859236622,dielectric,0.00205402517163515,0.00061626128232967,0.300026158802661,0,A,2,53.5880165337521,53.5880165337521,concrete,0.905279973812348,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
538,C,2.5,2,2.7,1.38888888888889,2.21428571428571,1.2,1,1.87895882567488,37.030554763267,37.030554763267,29.0349768160164,38.461343444253,0.892068632406634,wood,patch_ffd,wood,8,3.4863813229572e-09,0.530284438057773,leading_edge,1,1,R,1,1,2,3.02363807077833,6.0640360337231,1.7378940872963,0.0149478402101494,0.00718626760498499,0.302595213087653,1.4275809153265e-08,8.49766288074715e-09,1.69338521400778e-08,0.0634931051898257,2.49027237354087e-09,1.68254975447322,43.0228035341203,6.13771584134992,0.998305095268461,4,80.6812082540772,0.0677977979037683,0,,20,0,2,1,1,0,1.87895882567488,dielectric,0.00276245502920705,0.000483909432036964,0.175173686782466,0,C,1,37.030554763267,37.030554763267,wood,0.892068632406634,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
539,A,2.5,2,2.7,1.83333333333333,1.35714285714286,0.2,1,2.66602883528421,20.327173128864,20.327173128864,37.8670287824586,20.9603684096725,0.868055535221825,brick,patch_ffd,brick,8,3.4863813229572e-09,2.30053430770951,leading_edge,1,1,R,1,1,2,6.03406136462001,9.82025886545833,0.146591194065691,0.219677736201044,0.00819780077266104,0.338941711109598,3.34309737651985e-08,8.66466640912851e-09,1.24513618677043e-08,0.0434024176132478,3.48638132295721e-09,1.68931740156518,45.8404264776261,6.4009372573458,0.99530548651367,2,73.3568103000864,0.0453716572280654,0,,21,0,2,1,1,0,2.66602883528421,dielectric,0.0019469178986225,0.0006381392936769,0.327768979949489,0,A,1,20.327173128864,20.327173128864,brick,0.868055535221825,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
540,C,2.5,2,2.7,4.56510460462896,2.01094703079278,1.2,2,2.55240609338383,54.0073986416017,54.0073986416017,33.4104247792696,30.0814292800036,1.07190913031192,concrete,patch_ffd,concrete,12,5.47859922178988e-09,9.17586241921592,leading_edge,1,1,R,1,1,2,0.885247131346586,-2.08291556189446,0.781849555204751,0.0133259984463922,0.0158002997944025,0.339576813587123,1.29316127667903e-08,4.0581711657281e-09,4.98054474708171e-09,0.115566240356544,5.47859922178991e-09,1.7389162162822,91.9296152503683,8.93794769910723,0.999250815939436,4,140.858281090576,0.130666925698463,0,,19,0,2,1,0,1,2.55240609338383,dielectric,0.00203358676783961,0.000693559385582183,0.341052271066353,0,C,2,54.0073986416017,54.0073986416017,concrete,1.07190913031192,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
541,C,2.5,2,2.7,2.85091596694658,0.48663368108222,0.2,2,2.94336875554063,31.8571232625131,31.8571232625131,22.9376520398243,32.640399071155,1.00588042657202,brick,patch_ffd,brick,20,9.46303501945525e-09,1.26461700610485,leading_edge,1,1,R,1,1,2,3.81978281017222,5.90482816542001,2.73497978015341,0.0402855429644262,0.00786946531835419,0.310147974504397,3.01776137697012e-08,9.72566915908957e-09,1.39455252918288e-08,0.0636498478260681,9.96108949416347e-10,1.69729557849622,58.1235374101101,7.31583815667228,0.989283051746564,3,84.1008609798058,0.0679765445419021,0,,15,1,2,0,0,1,2.94336875554063,dielectric,0,0.000516112030213577,516112030.213577,1,C,2,31.8571232625131,31.8571232625131,brick,1.00588042657202,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
542,A,2.5,2,2.7,4.70524232546919,0.335021003809131,0.65,2,3.44060296631237,53.428476386725,53.428476386725,33.9911687278781,36.5012429445261,0.846740682826873,glass,patch_ffd,glass,24,1.14552529182879e-08,1.42119754509278,leading_edge,1,1,R,1,1,2,1.37751986878337,2.20184030189017,0.950736280712361,0.0211893467367353,0.0153916530585664,0.32847881129824,7.77794415780796e-09,1.33487740390214e-08,1.69338521400778e-08,0.0655607423777338,3.98443579766539e-09,2.48910700276209,95.6387243022865,9.21367993422652,0.999536950040767,2,146.643784214715,0.0701605180250633,0,,17,0,2,1,0,1,3.44060296631237,dielectric,0.00150861326008265,0.000535131776284278,0.354717667173999,0,A,2,53.428476386725,53.428476386725,glass,0.846740682826873,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
543,B,2.5,2,2.7,1.38888888888889,0.928571428571429,0.2,1,2.93811624768457,31.6919067778889,31.6919067778889,39.6776177809875,33.3548875441973,1.01621800396181,wood,patch_ffd,wood,14,6.47470817120623e-09,5.26426039917584,leading_edge,1,1,R,1,1,2,0.672587402597208,-3.8201180107736,0.827003786063981,0.114278664346441,0.0141610323169031,0.313293937214499,9.349478449314e-09,3.13549772600492e-09,5.47859922178988e-09,0.107829594084762,6.47470817120625e-09,1.759909706284,101.170364789917,9.59960534671635,0.999631767492937,2,148.314648670949,0.120862105904695,0,,21,0,2,1,0,1,2.93811624768457,dielectric,0.00176662147447332,0.000643774351167475,0.364409897915116,0,B,1,31.6919067778889,31.6919067778889,wood,1.01621800396181,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
544,C,2.5,2,2.7,3.16666666666667,0.928571428571429,1.2,1,1.96020499645265,40.072890052351,40.072890052351,26.5073524333601,29.8581054238834,1.11971272437986,drywall,patch_ffd,drywall,20,9.46303501945525e-09,0.809091137264954,leading_edge,1,1,R,1,1,2,2.72362235642602,4.90936724588301,3.45646640347336,0.00204777391320077,0.0135440724655484,0.371473331857696,2.49306600898896e-08,8.39999507505441e-09,1.39455252918288e-08,0.098861481662651,5.47859922178991e-09,1.69447365531175,61.6579864451074,7.44172675798885,0.993400902254393,5,100.89905555537,0.109707308755435,0,,13,1,2,0,0,1,1.96020499645265,dielectric,0,0.000394541730169004,394541730.169004,1,C,1,40.072890052351,40.072890052351,drywall,1.11971272437986,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
545,A,2.5,2,2.7,4.05555555555556,1.35714285714286,0.2,1,3.01380463742131,33.9509201057552,33.9509201057552,15.3610835383487,24.9932615671752,0.911726323293685,wood,patch_ffd,wood,16,7.47081712062257e-09,0.587528950802499,leading_edge,1,1,R,1,1,2,1.44304923814314,1.28375330117593,0.926746459759543,0.114396155434991,0.00914641252981778,0.34748162692834,6.68907407569175e-08,1.96615978234649e-08,9.96108949416342e-09,0.066630206781242,1.99221789883269e-09,1.64801111159473,49.528728401389,6.66322200957691,0.952300132536928,3,77.8717989465923,0.0713867186032081,0,,23,0,2,1,0,1,3.01380463742131,dielectric,0.00172225471857383,0.000597307196221275,0.346816989252261,0,A,1,33.9509201057552,33.9509201057552,wood,0.911726323293685,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
546,B,2.5,2,2.7,3.16666666666667,1.35714285714286,1.2,1,1.76286974861074,31.6919067778888,31.6919067778888,12.1031909691564,37.0362211583066,1.03613693182225,brick,patch_ffd,brick,9,3.98443579766537e-09,1.16600647667365,leading_edge,1,1,R,1,1,2,4.13518245812844,6.32841403006078,2.12467101557375,2.54871985394534e-06,0.0154428680977732,0.444046051206753,1.09828365925881e-07,4.60331660745239e-08,1.64357976653696e-08,0.10273240482299,3.98443579766539e-09,1.64584133436165,48.3265218036739,6.23934008368294,0.868538957121022,7,80.5128225435453,0.114494723062771,0,,20,0,2,1,1,0,1.76286974861074,dielectric,0.00294436912412221,0.000531506933891528,0.180516406566376,0,B,1,31.6919067778888,31.6919067778888,brick,1.03613693182225,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
