case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results
150,C,2.5,2,2.7,1.38888888888889,1.78571428571429,1.2,1,1.87895882567488,37.030554763267,37.030554763267,13.5384731941696,21.6656208780475,0.939485093392201,glass,patch_ffd,glass,8,3.4863813229572e-09,9.13690161210016,leading_edge,1,1,R,1,1,2,0.412221626735623,-8.011181881929,0.267512452735143,0.110620461242969,0.014112466566567,0.306425128526096,4.77598650745921e-08,1.0145327110465e-08,4.98054474708171e-09,0.118898328469219,2.98832684824904e-09,1.69240313589158,109.422612475048,9.96152381500205,0.972963818239653,2,154.506689336356,0.134942802074874,0,,18,0,2,1,1,0,1.87895882567488,dielectric,0.00276245502920705,0.000508765055898327,0.184171344155552,0,C,1,37.030554763267,37.030554763267,glass,0.939485093392201
151,C,2.5,2,2.7,4.56311964370131,1.85654563136234,0.2,2,3.24454030952113,39.5989271596816,39.5989271596816,20.0508781619499,36.2664275272198,0.985302270949964,concrete,patch_ffd,concrete,29,1.39455252918288e-08,1.83302270080881,leading_edge,1,1,R,1,1,2,1.97951361123301,4.64939212432951,0.584005440848544,0.463838274472301,0.0223851197848713,0.403364288003955,3.98048129093367e-08,7.9227391144552e-09,4.98054474708171e-09,0.149535419200542,5.97665369649808e-09,1.71628836731965,93.7996199905774,9.07382775514175,0.981274398827432,3,141.43524496879,0.175827921087524,0,,18,0,2,1,0,1,3.24454030952113,dielectric,0.00159977647447525,0.000588188939561599,0.367669451917984,0,C,2,39.5989271596816,39.5989271596816,concrete,0.985302270949964
152,A,2.5,2,2.7,3.16666666666667,0.928571428571429,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,39.4636753821438,36.2626982535419,0.83976172517209,drywall,patch_ffd,drywall,16,7.47081712062257e-09,0.936691453119409,leading_edge,1,1,R,1,1,2,3.80916161782951,4.0271214054412,1.74522580409478,0.000215633179205477,0.0204441487814679,0.458576130059502,6.11900510132509e-09,5.54789759577718e-09,1.59377431906615e-08,0.126276064906201,1.49416342412452e-09,1.6165941176095,57.0023122022935,7.10768015334124,0.999794870573513,3,99.9399798629483,0.144526274071506,0,,22,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000601128101692332,0.324324043647073,0,A,1,26.7829048021752,26.7829048021752,drywall,0.83976172517209
153,B,2.5,2,2.7,1.38888888888889,1.78571428571429,0.2,1,2.74417314843315,24.3531382251121,24.3531382251121,27.794497255067,25.8616373198356,1.15655479011093,glass,patch_ffd,glass,15,6.9727626459144e-09,4.79063534785491,leading_edge,1,1,R,1,1,2,1.42519372600635,1.41924333030722,0.713386702554778,0.00840859253161286,0.0244380490894032,0.411477548574614,1.67097830843989e-08,3.94825068502413e-09,4.48249027237354e-09,0.169537678256747,1.49416342412452e-09,1.65505878043687,97.7204041223019,9.30016653290221,0.997612185995515,2,148.37726442213,0.204148549329564,0,,21,0,2,1,0,1,2.74417314843315,dielectric,0.00189147658580589,0.000722851466980949,0.382162524455976,0,B,1,24.3531382251121,24.3531382251121,glass,1.15655479011093
154,A,2.5,2,2.7,4.5,0.5,1.2,1,2.91547594742265,59.0362434679265,59.0362434679265,34.2657401228782,29.4854140643453,1.14845606556251,brick,patch_ffd,brick,17,7.96887159533074e-09,1.24290288199512,leading_edge,1,1,R,1,1,2,1.90044633841011,2.39456472300545,0.623255956808941,0.00321390188047554,0.0119126603983769,0.328941322455676,1.10030816816737e-08,1.36428468794172e-08,1.99221789883268e-08,0.0684176678391002,6.47470817120625e-09,1.62521302224262,63.9858684427707,7.42311395755949,0.999454128422468,3,113.178779876766,0.0734424274453536,0,,18,0,2,1,0,1,2.91547594742265,dielectric,0.00178034027763017,0.000521084433361954,0.292688111317447,0,A,1,59.0362434679265,59.0362434679265,brick,1.14845606556251
155,B,2.5,2,2.7,3.61111111111111,2.64285714285714,0.2,1,2.81030838296387,27.1792208194277,27.1792208194277,15.6449185337276,28.3841322592257,0.871515068899242,wood,patch_ffd,wood,27,1.29494163424125e-08,0.421691101508107,leading_edge,1,1,R,1,1,2,1.05612859244365,-1.22189316199647,1.17873998286841,0.00670208647449932,0.0103269486978015,0.373154519364268,4.62595785931942e-08,1.35366596659268e-08,1.09571984435798e-08,0.0486798967457831,5.47859922178991e-09,1.74202131901073,53.4223660864956,6.96192561068796,0.973542462602019,3,76.2408487672118,0.0511708904071952,0,,17,1,2,0,0,1,2.81030838296387,dielectric,0,0.000180576311989299,180576311.989299,1,B,1,27.1792208194277,27.1792208194277,wood,0.871515068899242
156,A,2.5,2,2.7,3.16666666666667,3.07142857142857,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,12.0648780369332,33.4492622133403,1.15200513755876,glass,patch_ffd,glass,15,6.9727626459144e-09,4.84024651513069,leading_edge,1,1,R,1,1,2,0.905157262837501,-2.25782964063026,0.845534859490052,0.0282969559801817,0.018027325199342,0.342882300143782,5.69058426937239e-08,1.30471062238126e-08,4.98054474708171e-09,0.142831913272797,4.48249027237356e-09,1.67314825703619,115.127241267614,10.2667908283304,0.962425691112833,2,157.628329725155,0.166632327409844,0,,22,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000709737067504842,0.382921369024932,0,A,1,26.7829048021752,26.7829048021752,glass,1.15200513755876
157,A,2.5,2,2.7,1.83333333333333,0.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,10.1087935547124,23.161659162204,0.979157344874491,concrete,patch_ffd,concrete,11,4.98054474708171e-09,4.7693490391449,leading_edge,1,1,R,1,1,2,0.995778394843419,-0.972684690412651,0.341130678464364,0.00228887346895412,0.0230347670200095,0.402496067035697,7.0549731804803e-08,1.89448128534897e-08,4.48249027237354e-09,0.167795764316618,2.98832684824904e-09,1.64781419944975,106.525185247005,9.70126430646209,0.941592148196946,3,146.168455037618,0.201628106565486,0,,22,0,2,1,0,1,2.22361067735439,dielectric,0.00233428419395528,0.000698051631294629,0.299043121271292,0,A,1,47.5785715817397,47.5785715817397,concrete,0.979157344874491
158,A,2.5,2,2.7,3.88075632670269,3.45237371449983,0.65,2,2.86677125705898,44.3494090364407,44.3494090364407,16.2010435191762,32.0271675730245,1.00329915862933,glass,patch_ffd,glass,15,6.9727626459144e-09,4.72597714869769,leading_edge,1,1,R,1,1,2,1.44390471614274,1.69754026853336,0.840417794888016,0.0107028407983298,0.0228832180124922,0.435710336573246,3.95844537364896e-08,8.54247521271118e-09,4.98054474708171e-09,0.149082748525948,3.48638132295721e-09,1.63368345379797,82.3725961211757,8.46618209754752,0.982798993048478,4,123.9123195654,0.175202404543674,0,,22,0,2,1,0,1,2.86677125705898,dielectric,0.00181058717010561,0.000629554921420551,0.347707601056197,0,A,2,44.3494090364407,44.3494090364407,glass,1.00329915862933
159,A,2.5,2,2.7,1.38888888888889,3.5,0.2,1,3.1200269071331,36.7479575427555,36.7479575427555,20.1811825353947,33.7243080935993,1.12451590358682,brick,patch_ffd,brick,21,9.96108949416342e-09,1.9420683839362,leading_edge,1,1,R,1,1,2,1.7432361508242,1.35583796583042,0.758835479016003,0.0238297405585102,0.00903038140577503,0.302823216523374,2.29358280662522e-08,1.24189152325519e-08,1.49416342412451e-08,0.0373070240737774,3.98443579766539e-09,1.61520364393354,61.3723758659528,7.2814689171949,0.993452152171602,4,101.232712059473,0.0387527747752431,0,,23,0,2,1,0,1,3.1200269071331,dielectric,0.00166362003026056,0.000646192108990622,0.388425299790009,0,A,1,36.7479575427555,36.7479575427555,brick,1.12451590358682
160,A,2.5,2,2.7,0.5,0.928571428571429,1.2,1,2.71991896637997,56.5309114575854,56.5309114575854,25.3894424357781,33.8523112981648,1.01104303699368,wood,patch_ffd,wood,15,6.9727626459144e-09,5.19608497714334,leading_edge,1,1,R,1,1,2,1.58627455359054,-3.69444108068388,0.922109576839218,0.00122880032993489,0.0106018412007754,0.301349534133752,1.24513838087033e-08,4.46574178047163e-09,9.46303501945525e-09,0.0972000436748366,3.48638132295721e-09,1.6695030025128,69.500349720587,7.92169290845416,0.998583197725554,2,120.014400677015,0.107665095676885,0,,21,0,2,1,0,1,2.71991896637997,dielectric,0.00190834334471619,0.00046812404704103,0.245303890590323,0,A,1,56.5309114575854,56.5309114575854,wood,1.01104303699368
161,A,2.5,2,2.7,0.660790045537601,3.6201715906024,1.2,2,2.87361257645993,58.5340988746353,58.5340988746353,18.5531915939812,37.1471832866557,1.00089212188923,glass,patch_ffd,glass,17,7.96887159533074e-09,2.35295538441914,leading_edge,1,1,R,1,1,2,1.15316831029598,-1.98890846194372,0.639467806172619,5.28235254022569e-05,0.0101805385011507,0.313641287409851,2.92234529211746e-08,1.5438114599878e-08,1.7431906614786e-08,0.0454638938748889,7.4708171206226e-09,2.40617472238623,68.7087956166184,7.69399648172317,0.991344714061912,4,106.389167284554,0.0476293076638528,0,,18,0,2,1,0,1,2.87361257645993,dielectric,0.00180627663595935,0.000570488092134043,0.315836500775555,0,A,2,58.5340988746353,58.5340988746353,glass,1.00089212188923
162,C,2.5,2,2.7,3.07103127340452,3.46680903252858,0.2,2,2.95425209708201,32.1951931176782,32.1951931176782,34.0120318040224,24.3164189242436,0.842083455766888,drywall,patch_ffd,drywall,17,7.96887159533074e-09,3.61312379601112,leading_edge,1,1,R,1,1,2,0.797989232644757,-2.1051826672445,1.20855534933304,0.0271177959149175,0.0268134413248381,0.425055266338166,5.328745683909e-09,2.62474718942085e-09,4.98054474708171e-09,0.185082518518726,2.98832684824904e-09,1.64895045259879,103.812988597525,9.69960420881685,0.999799081588439,1,152.564984161318,0.227118110391131,0,,16,0,2,1,0,1,2.95425209708201,dielectric,0.00175697235276075,0.000579748754328748,0.329970334147708,0,C,2,32.1951931176782,32.1951931176782,drywall,0.842083455766888
163,C,2.5,2,2.7,2.44204136993049,0.437355333151293,1.2,2,2.16684507005698,46.1914642065825,46.1914642065825,18.6042743780733,36.033142540993,1.12462424688244,drywall,patch_ffd,drywall,10,4.48249027237354e-09,1.78714997765743,leading_edge,1,1,R,1,1,2,1.91086389547021,4.6680858386634,1.04607992246154,0.0406173001020063,0.0104690016380829,0.329701542253906,4.2178060241974e-08,9.94485096196149e-09,1.59377431906615e-08,0.0795265738787369,2.98832684824904e-09,1.68293114545471,60.8666362154332,7.29642324638727,0.983091641290118,2,99.0048397370429,0.0863974685438231,0,,16,0,2,1,0,1,2.16684507005698,dielectric,0.0023954362632498,0.000518435394414013,0.216426294603502,0,C,2,46.1914642065825,46.1914642065825,drywall,1.12462424688244
164,C,2.5,2,2.7,0.487929282592106,0.538113864280942,0.65,2,3.22304819164373,50.5025516163876,50.5025516163876,33.1079373618636,20.6879964014772,0.944295149006777,drywall,patch_ffd,drywall,21,9.96108949416342e-09,0.4906848923983,leading_edge,1,1,R,1,1,2,1.64873041227737,1.05758789431064,1.28195106657753,0.0178183747158166,0.0193331794545453,0.376814297859652,1.03675065470466e-08,3.65308896418418e-09,5.47859922178988e-09,0.133730481851057,1.49416342412452e-09,1.6738450278438,96.9025674660111,9.37831157668055,0.998960221091683,3,139.972155376032,0.154375144281672,0,,10,1,2,0,0,1,3.22304819164373,dielectric,0,0.000331096961640696,331096961.640696,1,C,2,50.5025516163876,50.5025516163876,drywall,0.944295149006777
165,A,2.5,2,2.7,0.944444444444444,2.64285714285714,0.2,1,3.01380463742131,33.9509201057552,33.9509201057552,30.1400824364789,38.3041047405326,0.922834669317849,drywall,patch_ffd,drywall,17,7.96887159533074e-09,0.888346103419303,leading_edge,1,1,R,1,1,2,1.50695885361344,1.08492183035439,1.01863164950418,0.000454595159861237,0.00849414000456694,0.354352594161499,1.15149963594878e-08,7.83871646782214e-09,1.49416342412451e-08,0.0617558912828657,9.96108949416347e-10,1.66467599821656,43.1152225432037,6.26545473751967,0.998821652519398,3,69.5410584535134,0.0658207077551543,0,,23,0,2,1,0,1,3.01380463742131,dielectric,0.00172225471857383,0.000600383282795608,0.348603070336062,0,A,1,33.9509201057552,33.9509201057552,drywall,0.922834669317849
166,B,2.5,2,2.7,0.38650405720159,0.912389098833854,0.65,2,3.13883140237904,49.2235574540433,49.2235574540433,20.5002330895558,28.3003326539733,0.851479016386226,glass,patch_ffd,glass,16,7.47081712062257e-09,4.23871990497888,leading_edge,1,1,R,1,1,2,1.06582070190782,-2.86734683595543,0.411274825562378,0.132912705932704,0.00891857796898724,0.309027073623087,2.04793787127618e-08,5.60928776202524e-09,9.46303501945525e-09,0.0721387849043119,5.47859922178991e-09,1.7468547064903,60.4744286090836,7.45867208279796,0.995451997775792,2,96.00540178107,0.0777473869266886,0,,21,0,2,1,0,1,3.13883140237904,dielectric,0.00165365341181576,0.00055133757983457,0.333405764409355,0,B,2,49.2235574540433,49.2235574540433,glass,0.851479016386226
167,A,2.5,2,2.7,4.14728750275184,3.68869533247345,0.2,2,3.43733152934657,43.338782521496,43.338782521496,23.3054155590937,25.6363325978462,1.13815728689279,glass,patch_ffd,glass,19,8.96498054474708e-09,4.30347482069284,leading_edge,1,1,R,1,1,2,0.927875350558945,-1.08052573004374,0.713168114609471,0.27345716982229,0.0171807792634228,0.384081768639089,1.73370011737377e-08,4.78236544623806e-09,1.34474708171206e-08,0.122087552948135,5.47859922178991e-09,1.64560794881015,77.4525393934656,8.27057328561231,0.997198497555083,2,119.726031421467,0.139065750073507,0,,21,0,2,1,0,1,3.43733152934657,dielectric,0.00151004906374139,0.000637630638938579,0.422258226072964,0,A,2,43.338782521496,43.338782521496,glass,1.13815728689279
168,B,2.5,2,2.7,4.5,3.07142857142857,1.2,1,2.71991896637997,56.5309114575854,56.5309114575854,16.2854817271825,36.121830617791,0.972958347627477,brick,patch_ffd,brick,14,6.47470817120623e-09,6.15968151185814,leading_edge,1,1,R,1,1,2,0.776667154530506,-3.00646133253483,0.841969508212953,0.000610223992971282,0.0210150502713119,0.391985266818982,3.16363257491271e-08,6.42168140465463e-09,4.98054474708171e-09,0.145419492140336,3.48638132295721e-09,1.68748466551637,93.3588150757537,9.07409249155939,0.988223582870388,3,140.599591889526,0.170164765990914,0,,19,0,2,1,0,1,2.71991896637997,dielectric,0.00190834334471619,0.000487738652722248,0.255582232658865,0,B,1,56.5309114575854,56.5309114575854,brick,0.972958347627477
169,B,2.5,2,2.7,4.54090658060712,3.67371446928702,1.2,2,3.03588863357439,60.3902862875826,60.3902862875826,38.1333650277428,32.1536963128233,0.852331760724297,concrete,patch_ffd,concrete,19,8.96498054474708e-09,2.66728479547494,leading_edge,1,1,R,1,1,2,1.79500779562953,1.50012499520513,3.08190619385759,0.00432471460581274,0.0217210767143899,0.436907417154826,8.95838754058939e-09,6.01148201946623e-09,1.64357976653696e-08,0.154286495633134,5.47859922178991e-09,1.62359865769533,62.1863106264959,7.30373288872541,0.999676149730028,4,116.97569359161,0.182433524871569,0,,15,0,2,1,0,1,3.03588863357439,dielectric,0.00170972650322397,0.000523447660846194,0.306158710097286,0,B,2,60.3902862875826,60.3902862875826,concrete,0.852331760724297
170,A,2.5,2,2.7,1.08956526498716,3.47686025037751,0.65,2,2.89360369450895,44.8903149584878,44.8903149584878,24.3768031547842,33.120895742691,0.873547167338851,glass,patch_ffd,glass,17,7.96887159533074e-09,1.82306376454683,leading_edge,1,1,R,1,1,2,1.84081876418523,0.24924697299413,0.66444762882761,0.0032094117687711,0.00954773258496672,0.312631609773317,1.93666887237214e-08,1.34889144506934e-08,1.79299610894942e-08,0.048832188783601,1.99221789883269e-09,1.66234184327135,58.8453725369528,7.05397062095407,0.996036589584812,4,100.421704287665,0.0513391939968533,0,,22,0,2,1,0,1,2.89360369450895,dielectric,0.00179379756374668,0.000591929619380407,0.32998685656817,0,A,2,44.8903149584878,44.8903149584878,glass,0.873547167338851
171,A,2.5,2,2.7,3.46568165215028,0.465049344179433,0.2,2,3.08846475924588,35.956437011864,35.956437011864,36.3925827369715,27.839090349677,0.926791010169903,brick,patch_ffd,brick,16,7.47081712062257e-09,1.39231731296943,leading_edge,1,1,R,1,1,2,2.47885800169574,4.24650784398981,0.703722445229182,0.136383067196858,0.0135910854799443,0.346221978732664,1.04601774951382e-08,7.62532281217856e-09,1.7431906614786e-08,0.0691583498403901,6.47470817120625e-09,1.58202933405614,60.9570325813546,7.16112947364248,0.999334600891841,4,116.556900566073,0.0742965786162787,0,,23,0,2,1,0,1,3.08846475924588,dielectric,0.00168062117015249,0.000591352385625826,0.351865367477294,0,A,2,35.956437011864,35.956437011864,brick,0.926791010169903
172,B,2.5,2,2.7,2.5,3.2,0.65,2,2.37539470404394,30.3432488842396,30.3432488842396,15.2456055169194,23.6179408393402,0.949665968447144,glass,patch_ffd,glass,12,5.47859922178988e-09,3.47987975669846,leading_edge,1,1,R,1,1,2,0.84661436135354,-2.45980807642481,0.550079685411339,0.00519198542366039,0.0136939277779428,0.321656954715944,3.68682364233553e-08,8.43932394249956e-09,1.4443579766537e-08,0.113339594269972,9.96108949416347e-10,1.67979772526158,86.2271144778191,8.65039652015333,0.98437431583831,2,136.061500413761,0.127827512695409,0,,23,0,2,1,0,1,2.37539470404394,dielectric,0.00218512706491347,0.000620072803365337,0.283769677892801,0,B,2,30.3432488842396,30.3432488842396,glass,0.949665968447144
173,C,2.5,2,2.7,4.47687368909187,3.252164725815,1.2,2,2.77955861301737,57.339909899241,57.339909899241,34.7153789643541,23.4301276161724,1.01494142079991,drywall,patch_ffd,drywall,13,5.97665369649805e-09,5.17066395008309,leading_edge,1,1,R,1,1,2,1.32058660636456,0.220792329984075,0.765674470638715,0.0113989367964793,0.0160120843317873,0.370338341703744,1.36525853813569e-08,3.79039170420545e-09,6.47470817120623e-09,0.105063640823805,5.97665369649808e-09,1.70250308854891,83.0198878327892,8.69378615043007,0.999165240355166,2,120.017238092389,0.117397890639417,0,,19,0,2,1,0,1,2.77955861301737,dielectric,0.00186739694329522,0.000430652963437052,0.230616722911155,0,C,2,57.339909899241,57.339909899241,drywall,1.01494142079991
174,B,2.5,2,2.7,2.67620733647579,3.56862667920825,0.65,2,2.58730336144639,37.5961401715673,37.5961401715673,36.3716945761071,35.4854937283794,0.991383690732302,drywall,patch_ffd,drywall,14,6.47470817120623e-09,1.04490310783982,leading_edge,1,1,R,1,1,2,2.90750911028812,7.13008702426792,2.75737870812884,0.00204657724422519,0.0144692808301666,0.448118533507005,8.54369780139616e-09,9.1135377923892e-09,1.69338521400778e-08,0.0919195090006876,2.98832684824904e-09,1.62204230834841,43.0048449388185,6.20028838039484,0.999588935656826,4,74.0720302385176,0.101223966280272,0,,23,0,2,1,0,1,2.58730336144639,dielectric,0.00200615796933718,0.000563118703035576,0.280695095621821,0,B,2,37.5961401715673,37.5961401715673,drywall,0.991383690732302
175,C,2.5,2,2.7,1.83333333333333,1.35714285714286,0.2,1,2.66602883528421,20.327173128864,20.327173128864,23.0372035833112,30.6501566688726,1.06595763341808,concrete,patch_ffd,concrete,14,6.47470817120623e-09,5.88584589549077,leading_edge,1,1,R,1,1,2,1.87436721145549,3.6145470556037,1.20574554093769,0.001204967348027,0.0146314990820826,0.353686949577813,2.5105043820665e-08,5.06181591700091e-09,6.47470817120623e-09,0.0942679914474985,6.47470817120625e-09,1.761662253574,80.3648714701019,8.47314219421617,0.995651553946708,1,120.238588188374,0.104079341965791,0,,22,0,2,1,0,1,2.66602883528421,dielectric,0.0019469178986225,0.000709701995570086,0.364525898124528,0,C,1,20.327173128864,20.327173128864,concrete,1.06595763341808
176,C,2.5,2,2.7,0.38956259134807,3.64340548430428,1.2,2,3.0667128397812,60.7170401841616,60.7170401841616,25.4612711941929,39.4276338852761,0.8151110503519,concrete,patch_ffd,concrete,41,1.99221789883268e-08,2.7024152123445,leading_edge,1,1,R,1,1,2,0.517176863939746,-5.80130911963069,1.08119022972213,0.0946106045075997,0.0221241497823361,0.380111403504768,1.17557595350583e-08,2.73004919863154e-09,4.48249027237354e-09,0.178842164525064,1.04591439688716e-08,1.71218929331987,106.948926386902,9.76166476959475,0.998538634699426,4,157.412025426832,0.217792678580028,0,,13,1,2,0,0,1,3.0667128397812,dielectric,0,0.000520276398940725,520276398.940725,1,C,2,60.7170401841616,60.7170401841616,concrete,0.8151110503519
177,B,2.5,2,2.7,1.83333333333333,0.928571428571429,1.2,1,1.96020499645265,40.072890052351,40.072890052351,37.9705868838513,23.443160796734,0.906080215850172,drywall,patch_ffd,drywall,10,4.48249027237354e-09,7.56916160613742,leading_edge,1,1,R,1,1,2,0.480946462345434,-6.51125862941475,0.313511322333661,0.00579010789401768,0.0354332124479176,0.474681234054933,5.98462435402911e-09,2.30389876797046e-09,4.48249027237354e-09,0.229486939281559,2.49027237354087e-09,1.63207077477189,113.735657583699,10.2873605909372,0.999829095126721,1,161.658862018643,0.29783653383835,0,,22,0,2,1,1,0,1.96020499645265,dielectric,0.00264795736519996,0.000484777871051938,0.183076161807964,0,B,1,40.072890052351,40.072890052351,drywall,0.906080215850172
178,B,2.5,2,2.7,1.10210428534103,0.313492536358911,0.2,2,3.32391634280693,41.2252264010343,41.2252264010343,14.4910815954013,39.1108160779828,0.81703614313901,glass,patch_ffd,glass,16,7.47081712062257e-09,2.1515954007124,leading_edge,1,1,R,1,1,2,1.97517743142033,1.52994786775947,0.174310553483801,0.765561459202376,0.0132838378235566,0.372523642283644,7.94695917796298e-08,2.3411364355676e-08,9.46303501945525e-09,0.0961770802175231,4.48249027237356e-09,1.69757756593029,64.5704062982656,7.56079722503351,0.933984915848971,4,98.4031494337089,0.106411419883742,0,,23,0,2,1,0,1,3.32391634280693,dielectric,0.00156157337379776,0.000567611235842374,0.363486753403036,0,B,2,41.2252264010343,41.2252264010343,glass,0.81703614313901
179,A,2.5,2,2.7,2.27777777777778,0.5,1.2,1,2.1329282022725,45.3109737027852,45.3109737027852,24.2805370352797,22.2841205401784,0.924265742932111,concrete,patch_ffd,concrete,12,5.47859922178988e-09,1.78544117410465,leading_edge,1,1,R,1,1,2,2.90855069053172,6.42305653169465,1.53789550115294,0.00354852628591251,0.0131460895816613,0.392726583746522,2.94434365025283e-08,1.25241748235686e-08,1.54396887159533e-08,0.0702922127833175,1.49416342412452e-09,1.63793541702171,46.0893841700311,6.34398506650161,0.990607524262585,4,87.6211810044582,0.0756067807001543,0,,23,0,2,1,0,1,2.1329282022725,dielectric,0.00243352741650111,0.000691632404068442,0.284209826188382,0,A,1,45.3109737027852,45.3109737027852,concrete,0.924265742932111
180,A,2.5,2,2.7,1.38888888888889,2.21428571428571,1.2,1,1.87895882567488,37.030554763267,37.030554763267,10.8847347019999,32.5768948008083,0.969017135902351,concrete,patch_ffd,concrete,10,4.48249027237354e-09,0.858035145944737,leading_edge,1,1,R,1,1,2,2.87345745238809,6.47576943564051,2.0436285459993,0.000454671565479736,0.00950995449221134,0.401168414486345,1.35331625398855e-07,7.71324528251757e-08,2.63968871595331e-08,0.0526304102058217,3.98443579766539e-09,1.63407165014934,36.7893769348046,5.30507223005848,0.761751758504538,24,60.74605643796,0.0555542533482165,0,,20,0,2,1,1,0,1.87895882567488,dielectric,0.00276245502920705,0.000506460522333024,0.18333711027991,0,A,1,37.030554763267,37.030554763267,concrete,0.969017135902351
181,B,2.5,2,2.7,2.92381446237968,3.65039583031607,1.2,2,2.27011565679964,48.6421940244439,48.6421940244439,32.6390876580439,34.8064142975808,1.09954272098568,drywall,patch_ffd,drywall,12,5.47859922178988e-09,1.41767218418616,leading_edge,1,1,R,1,1,2,2.91719314232028,5.34398320523934,2.05551829072843,0.000855295292431224,0.0184308597241628,0.465641674677985,1.101852683767e-08,8.09824983894375e-09,1.94241245136187e-08,0.120159871622622,1.49416342412452e-09,1.63863005510754,47.0037107691376,6.35667888644829,0.999177514405342,5,87.384624305791,0.136570119669608,0,,23,0,2,1,0,1,2.27011565679964,dielectric,0.00228646467509768,0.000515822549388079,0.225598302482431,0,B,2,48.6421940244439,48.6421940244439,drywall,1.09954272098568
182,A,2.5,2,2.7,3.51573778774762,3.54664620101605,0.65,2,2.7615824674588,42.0698948340703,42.0698948340703,34.4573848451549,23.2952240184487,0.818290899094534,drywall,patch_ffd,drywall,17,7.96887159533074e-09,3.04560790677591,leading_edge,1,1,R,1,1,2,1.89891858554055,2.29351275649152,2.53866953438589,0.107937739490926,0.0249134474882868,0.41395217376166,1.15114407158033e-08,3.15178388830476e-09,4.98054474708171e-09,0.177415876637515,3.98443579766539e-09,1.6394374137184,99.8332267097819,9.39774987762007,0.999274583947275,3,149.46056111604,0.215681134121931,0,,23,0,2,1,0,1,2.7615824674588,dielectric,0.00187955250977345,0.000491884712998219,0.261703097115125,0,A,2,42.0698948340703,42.0698948340703,drywall,0.818290899094534
183,C,2.5,2,2.7,4.5,0.5,1.2,1,2.91547594742265,59.0362434679265,59.0362434679265,17.2206529764013,25.4641780359694,0.819318061659562,concrete,patch_ffd,concrete,17,7.96887159533074e-09,1.20214954032559,leading_edge,1,1,R,1,1,2,1.93006823781891,2.20513649361789,0.60751579712415,0.00282349699968221,0.0121535194556261,0.33463405381214,3.78213435261009e-08,1.78336541403158e-08,1.99221789883268e-08,0.0693929038405086,6.47470817120625e-09,1.62508520942276,65.2848913210183,7.49779214636435,0.983126573521052,3,111.571919827143,0.0745673486983767,0,,17,0,2,1,0,1,2.91547594742265,dielectric,0.00178034027763017,0.000516291266083489,0.28999583538644,0,C,1,59.0362434679265,59.0362434679265,concrete,0.819318061659562
184,B,2.5,2,2.7,3.57938718911563,3.65382176061273,0.65,2,2.84652474429841,43.9309520738991,43.9309520738991,30.5485581561192,25.7908502872125,1.02156676705653,wood,patch_ffd,wood,15,6.9727626459144e-09,4.86907683753144,leading_edge,1,1,R,1,1,2,0.899712003922278,-0.529682661316184,1.05975726641474,0.016960200797645,0.0165301936619818,0.325529433779809,6.60824986060782e-09,2.81080390587357e-09,4.98054474708171e-09,0.135049653808777,2.98832684824904e-09,1.67233753472903,113.010830622161,10.2467940685149,0.999557422917163,1,160.357962949769,0.156135730106894,0,,21,0,2,1,0,1,2.84652474429841,dielectric,0.00182346535650364,0.000376198853889968,0.206309844356627,0,B,2,43.9309520738991,43.9309520738991,wood,1.02156676705653
