x_var,y_var,x_index,y_index,x_label,y_label,n,auc_cir,auc_joint,delta_auc
slab_placement,snr_db,1,3,"wall_y","[22.00, 28.00]",151,0.753690753690754,0.790986790986791,0.0372960372960374
slab_placement,snr_db,2,3,"ceiling","[22.00, 28.00]",136,0.82989368355222,0.951844903064415,0.121951219512195
slab_placement,snr_db,3,3,"wall_x","[22.00, 28.00]",155,0.746495726495727,0.802222222222222,0.0557264957264956
slab_placement,snr_db,4,3,"floor","[22.00, 28.00]",158,0.806076276664512,0.853264382676147,0.0471881060116355
slab_placement,snr_db,1,4,"wall_y","[28.00, 34.00]",164,0.74561797752809,0.801198501872659,0.0555805243445694
slab_placement,snr_db,2,4,"ceiling","[28.00, 34.00]",147,0.832677165354331,0.924015748031496,0.0913385826771654
slab_placement,snr_db,3,4,"wall_x","[28.00, 34.00]",131,0.796352583586626,0.84726443768997,0.0509118541033434
slab_placement,snr_db,4,4,"floor","[28.00, 34.00]",158,0.909392789373814,0.952561669829222,0.0431688804554079
slab_placement,snr_db,1,5,"wall_y","[34.00, 39.99]",143,0.7624950019992,0.826469412235106,0.0639744102359057
slab_placement,snr_db,2,5,"ceiling","[34.00, 39.99]",156,0.816425120772947,0.842995169082126,0.0265700483091788
slab_placement,snr_db,3,5,"wall_x","[34.00, 39.99]",150,0.69016363963316,0.815860456752383,0.125696817119223
slab_placement,snr_db,4,5,"floor","[34.00, 39.99]",151,0.831278890600924,0.893168977914741,0.0618900873138162
